"trial","condition","onset","RT","response","reversed","syllables","item","subjectID","run","instruction","construct"
12,6,70.441,1.663,1,0,2,"lonely","FP061","run2","change","ill-being"
13,3,85.109,1.643,2,0,5,"unable to cope","FP061","run2","self","ill-being"
14,3,90.091,1.109,1,0,2,"nervous","FP061","run2","self","ill-being"
15,1,95.031,1.249,1,0,5,"interested in life","FP061","run2","self","well-being"
16,1,100.007,2.049,1,0,3,"positive","FP061","run2","self","well-being"
17,2,104.955,1.213,2,1,4,"isolated","FP061","run2","self","social"
18,3,110.058,1.99,2,0,5,"feel unimportant","FP061","run2","self","ill-being"
19,6,124.787,2.693,1,0,2,"anxious","FP061","run2","change","ill-being"
20,4,129.74,2.556,2,0,4,"engaged in tasks","FP061","run2","change","well-being"
21,5,134.756,1.644,1,0,6,"belong in social group","FP061","run2","change","social"
22,5,139.74,2.348,1,0,5,"comfortable with friends","FP061","run2","change","social"
23,4,144.756,1.1,1,0,6,"live a meaningful life","FP061","run2","change","well-being"
24,6,149.854,2.578,1,0,3,"feel worthless","FP061","run2","change","ill-being"
25,2,164.557,1.611,1,0,3,"have good friends","FP061","run2","self","social"
26,1,169.573,1.091,1,0,3,"achieve goals","FP061","run2","self","well-being"
27,1,174.588,1.748,1,0,2,"joyful","FP061","run2","self","well-being"
28,3,179.573,1.259,1,0,2,"fearful","FP061","run2","self","ill-being"
29,2,184.556,0.9,1,0,1,"loved","FP061","run2","self","social"
30,2,189.532,1.204,1,0,2,"trusted","FP061","run2","self","social"
31,5,204.189,2.267,1,0,7,"have trusting relationships","FP061","run2","change","social"
32,5,209.206,1.586,1,0,3,"am cared for","FP061","run2","change","social"
33,6,214.3,1.572,1,0,3,"overwhelmed","FP061","run2","change","ill-being"
34,5,219.288,1.904,1,0,3,"helped by friends","FP061","run2","change","social"
35,4,224.455,1.969,1,0,2,"happy","FP061","run2","change","well-being"
36,4,229.394,1.046,1,0,1,"proud","FP061","run2","change","well-being"
1,3,5.057,1.844,2,0,5,"unable to cope","FP062","run1","self","ill-being"
2,3,10.038,2.808,2,0,5,"feel unimportant","FP062","run1","self","ill-being"
3,2,15.024,2.877,1,0,3,"helped by friends","FP062","run1","self","social"
4,2,20.057,1.717,1,0,6,"have warm relationships","FP062","run1","self","social"
5,1,25.083,1.514,1,0,6,"live a purposeful life","FP062","run1","self","well-being"
6,1,30.07,0.887,1,0,2,"joyful","FP062","run1","self","well-being"
7,4,44.724,1.882,1,0,4,"engaged in tasks","FP062","run1","change","well-being"
8,4,49.74,2.042,1,0,5,"satisfied with life","FP062","run1","change","well-being"
9,6,54.837,1.464,1,0,1,"sad","FP062","run1","change","ill-being"
10,6,59.824,1.254,2,0,2,"lonely","FP062","run1","change","ill-being"
11,5,64.761,1.389,2,1,4,"isolated","FP062","run1","change","social"
12,6,69.782,1.48,2,0,1,"stressed","FP062","run1","change","ill-being"
13,3,84.49,1.275,2,0,2,"nervous","FP062","run1","self","ill-being"
14,3,89.506,1.011,2,0,2,"fearful","FP062","run1","self","ill-being"
15,1,94.448,1.453,1,0,5,"interested in life","FP062","run1","self","well-being"
16,1,99.77,1.147,1,0,3,"achieve goals","FP062","run1","self","well-being"
17,2,104.723,1.467,1,0,2,"trusted","FP062","run1","self","social"
18,3,109.823,1.439,2,0,3,"overwhelmed","FP062","run1","self","ill-being"
19,6,124.524,2.625,1,0,3,"feel useless","FP062","run1","change","ill-being"
20,4,129.622,2.151,2,0,2,"hopeful","FP062","run1","change","well-being"
21,5,134.572,2.634,1,0,5,"comfortable with friends","FP062","run1","change","social"
22,5,139.547,1.514,1,0,3,"have good friends","FP062","run1","change","social"
23,4,144.639,1.871,2,0,3,"like myself","FP062","run1","change","well-being"
24,6,149.588,1.961,1,0,4,"feel rejected","FP062","run1","change","ill-being"
25,2,164.239,1.207,2,1,2,"angry","FP062","run1","self","social"
26,1,169.57,1.139,1,0,2,"happy","FP062","run1","self","well-being"
27,1,174.555,0.97,1,0,1,"proud","FP062","run1","self","well-being"
28,3,179.505,1.02,2,0,2,"anxious","FP062","run1","self","ill-being"
29,2,184.521,1.796,1,0,3,"am cared for","FP062","run1","self","social"
30,2,189.688,1.35,1,0,4,"feel encouraged","FP062","run1","self","social"
31,5,204.571,3.066,2,0,6,"belong in social group","FP062","run1","change","social"
32,5,209.555,1.723,1,0,7,"have trusting relationships","FP062","run1","change","social"
33,6,214.502,2.064,1,0,3,"feel worthless","FP062","run1","change","ill-being"
34,5,219.488,1.086,1,0,1,"loved","FP062","run1","change","social"
35,4,224.441,2.396,2,0,6,"live a meaningful life","FP062","run1","change","well-being"
36,4,229.388,1.281,2,0,3,"positive","FP062","run1","change","well-being"
1,3,5.052,1.483,2,0,1,"sad","FP062","run2","self","ill-being"
2,3,10.072,0.879,2,0,2,"lonely","FP062","run2","self","ill-being"
3,2,15.392,0.927,2,1,4,"isolated","FP062","run2","self","social"
4,2,20.425,1.366,1,0,5,"comfortable with friends","FP062","run2","self","social"
5,1,25.408,1.391,1,0,4,"engaged in tasks","FP062","run2","self","well-being"
6,1,30.503,1.248,1,0,5,"satisfied with life","FP062","run2","self","well-being"
7,4,45.241,2.822,1,0,6,"live a purposeful life","FP062","run2","change","well-being"
8,4,50.224,1.591,1,0,2,"joyful","FP062","run2","change","well-being"
9,6,55.24,2.782,2,0,5,"unable to cope","FP062","run2","change","ill-being"
10,6,60.195,2.524,1,0,5,"feel unimportant","FP062","run2","change","ill-being"
11,5,65.362,1.629,1,0,3,"helped by friends","FP062","run2","change","social"
12,6,70.341,2.394,1,0,2,"nervous","FP062","run2","change","ill-being"
13,3,85.008,1.079,2,0,1,"stressed","FP062","run2","self","ill-being"
14,3,90.024,1.007,2,0,3,"feel useless","FP062","run2","self","ill-being"
15,1,94.967,1.048,1,0,2,"hopeful","FP062","run2","self","well-being"
16,1,99.907,1.011,1,0,3,"like myself","FP062","run2","self","well-being"
17,2,104.857,1.046,1,0,3,"have good friends","FP062","run2","self","social"
18,3,109.957,1.386,2,0,4,"feel rejected","FP062","run2","self","ill-being"
19,6,124.623,1.8,2,0,2,"fearful","FP062","run2","change","ill-being"
20,4,129.607,1.968,2,0,5,"interested in life","FP062","run2","change","well-being"
21,5,134.59,2.657,2,0,6,"have warm relationships","FP062","run2","change","social"
22,5,139.915,1.955,2,0,2,"trusted","FP062","run2","change","social"
23,4,144.857,1.398,1,0,3,"achieve goals","FP062","run2","change","well-being"
24,6,149.839,2.184,2,0,3,"overwhelmed","FP062","run2","change","ill-being"
25,2,164.54,1.427,1,0,6,"belong in social group","FP062","run2","self","social"
26,1,169.486,1.649,1,0,6,"live a meaningful life","FP062","run2","self","well-being"
27,1,174.477,0.794,1,0,3,"positive","FP062","run2","self","well-being"
28,3,179.456,1.695,2,0,3,"feel worthless","FP062","run2","self","ill-being"
29,2,184.406,2.409,1,0,7,"have trusting relationships","FP062","run2","self","social"
30,2,189.351,0.768,1,0,1,"loved","FP062","run2","self","social"
31,5,204.24,1.887,2,1,2,"angry","FP062","run2","change","social"
32,5,209.181,1.954,1,0,3,"am cared for","FP062","run2","change","social"
33,6,214.17,1.677,2,0,2,"anxious","FP062","run2","change","ill-being"
34,5,219.155,1.396,1,0,4,"feel encouraged","FP062","run2","change","social"
35,4,224.472,1.799,2,0,2,"happy","FP062","run2","change","well-being"
36,4,229.456,1.607,2,0,1,"proud","FP062","run2","change","well-being"
1,3,5.06,2.137,2,0,2,"fearful","FP063","run1","self","ill-being"
2,3,10.398,1.831,2,0,3,"feel worthless","FP063","run1","self","ill-being"
3,2,15.38,1.144,1,0,1,"loved","FP063","run1","self","social"
4,2,20.404,1.625,1,0,7,"have trusting relationships","FP063","run1","self","social"
5,1,25.39,1.542,1,0,4,"engaged in tasks","FP063","run1","self","well-being"
6,1,30.411,1.49,2,0,3,"positive","FP063","run1","self","well-being"
7,4,45.08,1.788,2,0,5,"satisfied with life","FP063","run1","change","well-being"
8,4,50.058,1.49,2,0,2,"joyful","FP063","run1","change","well-being"
9,6,55.046,1.831,1,0,1,"stressed","FP063","run1","change","ill-being"
10,6,60.212,2.808,1,0,5,"unable to cope","FP063","run1","change","ill-being"
11,5,65.152,2.244,1,1,4,"isolated","FP063","run1","change","social"
12,6,70.13,2.403,1,0,2,"nervous","FP063","run1","change","ill-being"
13,3,85.163,2.05,2,0,5,"feel unimportant","FP063","run1","self","ill-being"
14,3,90.146,1.658,2,0,3,"feel useless","FP063","run1","self","ill-being"
15,1,95.162,1.155,1,0,2,"happy","FP063","run1","self","well-being"
16,1,100.144,1.404,1,0,3,"like myself","FP063","run1","self","well-being"
17,2,105.162,1.306,1,0,2,"trusted","FP063","run1","self","social"
18,3,110.113,1.396,2,0,4,"feel rejected","FP063","run1","self","ill-being"
19,6,124.781,1.263,1,0,2,"anxious","FP063","run1","change","ill-being"
20,4,129.798,1.782,1,0,5,"interested in life","FP063","run1","change","well-being"
21,5,134.745,1.843,1,0,6,"belong in social group","FP063","run1","change","social"
22,5,139.689,2.22,1,0,6,"have warm relationships","FP063","run1","change","social"
23,4,144.629,1.648,2,0,3,"achieve goals","FP063","run1","change","well-being"
24,6,149.612,1.312,1,0,3,"overwhelmed","FP063","run1","change","ill-being"
25,2,164.341,1.272,1,0,3,"am cared for","FP063","run1","self","social"
26,1,169.327,1.381,1,0,2,"hopeful","FP063","run1","self","well-being"
27,1,174.282,1.522,1,0,6,"live a meaningful life","FP063","run1","self","well-being"
28,3,179.294,1.31,2,0,1,"sad","FP063","run1","self","ill-being"
29,2,184.239,1.214,1,0,5,"comfortable with friends","FP063","run1","self","social"
30,2,189.342,1.302,1,0,3,"have good friends","FP063","run1","self","social"
31,5,204.219,1.345,1,1,2,"angry","FP063","run1","change","social"
32,5,209.161,1.756,1,0,3,"helped by friends","FP063","run1","change","social"
33,6,214.493,0.911,1,0,2,"lonely","FP063","run1","change","ill-being"
34,5,219.597,1.239,1,0,4,"feel encouraged","FP063","run1","change","social"
35,4,224.578,1.419,1,0,6,"live a purposeful life","FP063","run1","change","well-being"
36,4,229.554,1.026,1,0,1,"proud","FP063","run1","change","well-being"
1,3,5.049,1.259,1,0,1,"stressed","FP063","run2","self","ill-being"
2,3,10.148,1.792,2,0,5,"unable to cope","FP063","run2","self","ill-being"
3,2,15.165,1.335,2,1,4,"isolated","FP063","run2","self","social"
4,2,20.144,1.388,1,0,6,"belong in social group","FP063","run2","self","social"
5,1,25.098,1.25,1,0,5,"satisfied with life","FP063","run2","self","well-being"
6,1,30.417,1.083,2,0,2,"joyful","FP063","run2","self","well-being"
7,4,45.111,1.597,2,0,4,"engaged in tasks","FP063","run2","change","well-being"
8,4,50.067,1.441,1,0,3,"positive","FP063","run2","change","well-being"
9,6,55.014,1.398,1,0,2,"fearful","FP063","run2","change","ill-being"
10,6,60.105,1.411,1,0,3,"feel worthless","FP063","run2","change","ill-being"
11,5,65.08,1.628,1,0,1,"loved","FP063","run2","change","social"
12,6,70.095,1.844,1,0,5,"feel unimportant","FP063","run2","change","ill-being"
13,3,84.973,1.223,1,0,2,"nervous","FP063","run2","self","ill-being"
14,3,90.063,0.756,1,0,2,"anxious","FP063","run2","self","ill-being"
15,1,95.396,0.959,1,0,5,"interested in life","FP063","run2","self","well-being"
16,1,100.38,1.24,1,0,3,"achieve goals","FP063","run2","self","well-being"
17,2,105.479,0.988,1,0,6,"have warm relationships","FP063","run2","self","social"
18,3,110.425,1.323,2,0,3,"overwhelmed","FP063","run2","self","ill-being"
19,6,125.129,1.075,1,0,3,"feel useless","FP063","run2","change","ill-being"
20,4,130.105,1.035,1,0,2,"happy","FP063","run2","change","well-being"
21,5,135.059,1.529,1,0,7,"have trusting relationships","FP063","run2","change","social"
22,5,140.38,1.24,1,0,2,"trusted","FP063","run2","change","social"
23,4,145.396,0.991,1,0,3,"like myself","FP063","run2","change","well-being"
24,6,150.379,1.033,1,0,4,"feel rejected","FP063","run2","change","ill-being"
25,2,165.079,1.98,2,1,2,"angry","FP063","run2","self","social"
26,1,170.095,1.06,1,0,6,"live a purposeful life","FP063","run2","self","well-being"
27,1,175.038,1.237,2,0,1,"proud","FP063","run2","self","well-being"
28,3,180.057,1.138,1,0,2,"lonely","FP063","run2","self","ill-being"
29,2,185.011,1.752,2,0,3,"helped by friends","FP063","run2","self","social"
30,2,189.995,1.329,2,0,4,"feel encouraged","FP063","run2","self","social"
31,5,204.693,1.343,1,0,3,"am cared for","FP063","run2","change","social"
32,5,209.711,1.404,1,0,5,"comfortable with friends","FP063","run2","change","social"
33,6,214.728,0.939,1,0,1,"sad","FP063","run2","change","ill-being"
34,5,219.67,1.286,1,0,3,"have good friends","FP063","run2","change","social"
35,4,224.656,1.443,1,0,2,"hopeful","FP063","run2","change","well-being"
36,4,229.61,0.938,1,0,6,"live a meaningful life","FP063","run2","change","well-being"
1,3,5.067,2.534,2,0,5,"unable to cope","FP064","run1","self","ill-being"
2,3,10.018,1.719,2,0,2,"anxious","FP064","run1","self","ill-being"
3,2,14.968,1.705,1,0,5,"comfortable with friends","FP064","run1","self","social"
4,2,19.91,1.427,2,1,4,"isolated","FP064","run1","self","social"
5,1,24.85,1.711,1,0,2,"joyful","FP064","run1","self","well-being"
6,1,29.885,1.98,2,0,5,"satisfied with life","FP064","run1","self","well-being"
7,4,44.578,2.543,1,0,3,"achieve goals","FP064","run1","change","well-being"
8,4,49.565,1.74,1,0,5,"interested in life","FP064","run1","change","well-being"
9,6,54.521,2.4,1,0,3,"feel useless","FP064","run1","change","ill-being"
10,6,59.5,2.581,1,0,5,"feel unimportant","FP064","run1","change","ill-being"
11,5,64.667,2.438,1,0,6,"belong in social group","FP064","run1","change","social"
12,6,69.833,1.952,1,0,1,"stressed","FP064","run1","change","ill-being"
13,3,84.534,1.659,2,0,3,"feel worthless","FP064","run1","self","ill-being"
14,3,89.511,1.658,2,0,1,"sad","FP064","run1","self","ill-being"
15,1,94.614,2.499,1,0,6,"live a meaningful life","FP064","run1","self","well-being"
16,1,99.633,1.632,1,0,4,"engaged in tasks","FP064","run1","self","well-being"
17,2,104.649,2.096,1,0,3,"am cared for","FP064","run1","self","social"
18,3,109.591,1.426,2,0,2,"nervous","FP064","run1","self","ill-being"
19,6,124.333,1.556,1,0,3,"overwhelmed","FP064","run1","change","ill-being"
20,4,129.272,1.609,1,0,2,"hopeful","FP064","run1","change","well-being"
21,5,134.25,2.119,1,0,2,"trusted","FP064","run1","change","social"
22,5,139.229,1.628,1,0,1,"loved","FP064","run1","change","social"
23,4,144.22,2.109,1,0,6,"live a purposeful life","FP064","run1","change","well-being"
24,6,149.552,1.929,1,0,2,"fearful","FP064","run1","change","ill-being"
25,2,164.248,1.489,1,0,3,"helped by friends","FP064","run1","self","social"
26,1,169.266,1.855,1,0,3,"like myself","FP064","run1","self","well-being"
27,1,174.589,1.588,1,0,1,"proud","FP064","run1","self","well-being"
28,3,179.682,1.775,1,0,2,"lonely","FP064","run1","self","ill-being"
29,2,184.666,2.039,1,0,7,"have trusting relationships","FP064","run1","self","social"
30,2,189.616,2.273,1,0,6,"have warm relationships","FP064","run1","self","social"
31,5,204.309,1.452,1,1,2,"angry","FP064","run1","change","social"
32,5,209.296,2.377,2,0,4,"feel encouraged","FP064","run1","change","social"
33,6,214.248,2.209,1,0,4,"feel rejected","FP064","run1","change","ill-being"
34,5,219.202,2.327,2,0,3,"have good friends","FP064","run1","change","social"
35,4,224.524,1.421,1,0,2,"happy","FP064","run1","change","well-being"
36,4,229.465,1.632,1,0,3,"positive","FP064","run1","change","well-being"
1,3,5.046,1.977,2,0,3,"feel useless","FP064","run2","self","ill-being"
2,3,9.996,2.123,1,0,5,"feel unimportant","FP064","run2","self","ill-being"
3,2,14.936,2.935,2,0,6,"belong in social group","FP064","run2","self","social"
4,2,19.924,2.755,2,0,2,"trusted","FP064","run2","self","social"
5,1,24.862,1.424,1,0,3,"achieve goals","FP064","run2","self","well-being"
6,1,29.879,1.863,1,0,5,"interested in life","FP064","run2","self","well-being"
7,4,44.924,1.507,1,0,2,"joyful","FP064","run2","change","well-being"
8,4,49.878,2.064,1,0,5,"satisfied with life","FP064","run2","change","well-being"
9,6,55.198,2.009,2,0,5,"unable to cope","FP064","run2","change","ill-being"
10,6,60.296,1.359,1,0,2,"anxious","FP064","run2","change","ill-being"
11,5,65.289,2.349,1,0,5,"comfortable with friends","FP064","run2","change","social"
12,6,70.459,1.587,1,0,3,"feel worthless","FP064","run2","change","ill-being"
13,3,85.195,1.636,1,0,1,"stressed","FP064","run2","self","ill-being"
14,3,90.173,1.433,2,0,3,"overwhelmed","FP064","run2","self","ill-being"
15,1,95.163,1.259,1,0,2,"hopeful","FP064","run2","self","well-being"
16,1,100.261,2.753,1,0,6,"live a purposeful life","FP064","run2","self","well-being"
17,2,105.578,2.293,1,0,1,"loved","FP064","run2","self","social"
18,3,110.555,1.811,2,0,2,"fearful","FP064","run2","self","ill-being"
19,6,125.261,1.585,1,0,1,"sad","FP064","run2","change","ill-being"
20,4,130.352,1.646,1,0,6,"live a meaningful life","FP064","run2","change","well-being"
21,5,135.327,1.895,1,1,4,"isolated","FP064","run2","change","social"
22,5,140.309,2.145,1,0,3,"am cared for","FP064","run2","change","social"
23,4,145.294,2.824,1,0,4,"engaged in tasks","FP064","run2","change","well-being"
24,6,150.233,1.301,1,0,2,"nervous","FP064","run2","change","ill-being"
25,2,164.928,1.511,2,1,2,"angry","FP064","run2","self","social"
26,1,169.944,1.911,2,0,2,"happy","FP064","run2","self","well-being"
27,1,174.884,1.531,1,0,3,"positive","FP064","run2","self","well-being"
28,3,179.977,2.133,1,0,4,"feel rejected","FP064","run2","self","ill-being"
29,2,184.991,1.456,1,0,4,"feel encouraged","FP064","run2","self","social"
30,2,189.977,1.366,1,0,3,"have good friends","FP064","run2","self","social"
31,5,204.641,1.982,1,0,3,"helped by friends","FP064","run2","change","social"
32,5,209.593,1.798,2,0,7,"have trusting relationships","FP064","run2","change","social"
33,6,214.547,2.148,1,0,2,"lonely","FP064","run2","change","ill-being"
34,5,219.493,1.538,1,0,6,"have warm relationships","FP064","run2","change","social"
35,4,224.51,1.961,1,0,3,"like myself","FP064","run2","change","well-being"
36,4,229.676,2.347,1,0,1,"proud","FP064","run2","change","well-being"
